year,oshpd_id,facility_name,county_name,er_service_level_desc,ed_admit,ed_visit,burden_score,facility_id,treatment_stations,visits_per_station,true_burden_score,has_treatment_data,burden_score_normalized,visits_per_station_normalized
2012,106196403,KAISER FOUNDATION HOSPITAL - DOWNEY,LOS ANGELES,BASIC,10652.0,82670.0,1.146304633888298,kaiser-foundation-hospital---downey,,,1.146304633888298,0,,
2012,106196405,PALMDALE REGIONAL MEDICAL CENTER,LOS ANGELES,BASIC,6575.0,44902.0,0.6226124430972827,palmdale-regional-medical-center,,,0.6226124430972827,0,,
2012,106201281,MADERA COMMUNITY HOSPITAL,MADERA,BASIC,2236.0,40010.0,0.5547798282553623,madera-community-hospital,,,0.5547798282553623,0,,
2012,106204019,VALLEY CHILDREN'S HOSPITAL,MADERA,BASIC,8065.0,73946.0,1.0253373951554867,valley-childrens-hospital,,,1.0253373951554867,0,,
2012,106210992,KAISER FOUNDATION HOSPITAL - SAN RAFAEL,MARIN,BASIC,3242.0,22122.0,0.3067442979421426,kaiser-foundation-hospital---san-rafael,,,0.3067442979421426,0,,
2012,106211006,MARIN GENERAL HOSPITAL,MARIN,BASIC,5988.0,27867.0,0.3864046356908818,marin-general-hospital,,,0.3864046356908818,0,,
2012,106214034,NOVATO COMMUNITY HOSPITAL,MARIN,BASIC,1332.0,13301.0,0.1844320543770201,novato-community-hospital,,,0.1844320543770201,0,,
2012,106220733,JOHN C FREMONT HEALTHCARE DISTRICT,MARIPOSA,STANDBY,138.0,5044.0,0.0699402512801811,john-c-fremont-healthcare-district,,,0.0699402512801811,0,,
2012,106230949,FRANK R HOWARD MEMORIAL HOSPITAL,MENDOCINO,STANDBY,665.0,8737.0,0.1211474971123994,frank-r-howard-memorial-hospital,,,0.1211474971123994,0,,
2012,106231013,MENDOCINO COAST DISTRICT HOSPITAL,MENDOCINO,STANDBY,703.0,8705.0,0.1207037841780287,mendocino-coast-district-hospital,,,0.1207037841780287,0,,
2012,106231396,ADVENTIST HEALTH UKIAH VALLEY,MENDOCINO,BASIC,2636.0,21666.0,0.3004213886273602,adventist-health-ukiah-valley,,,0.3004213886273602,0,,
2012,106240924,MEMORIAL HOSPITAL LOS BANOS,MERCED,BASIC,535.0,23187.0,0.3215116190391673,memorial-hospital-los-banos,,,0.3215116190391673,0,,
2012,106240942,MERCY MEDICAL CENTER - MERCED,MERCED,BASIC,5976.0,57862.0,0.802316181517415,mercy-medical-center---merced,,,0.802316181517415,0,,
2012,106250955,SURPRISE VALLEY COMMUNITY HOSPITAL,MODOC,STANDBY,5.0,346.0,0.0047976461028831,surprise-valley-community-hospital,,,0.0047976461028831,0,,
2012,106250956,MODOC MEDICAL CENTER,MODOC,STANDBY,164.0,3857.0,0.0534812746208681,modoc-medical-center,,,0.0534812746208681,0,,
2012,106260011,MAMMOTH HOSPITAL,MONO,STANDBY,362.0,7371.0,0.1022065012264502,mammoth-hospital,,,0.1022065012264502,0,,
2012,106270744,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,MONTEREY,BASIC,7060.0,40969.0,0.5680773502572842,community-hospital-of-the-monterey-peninsula,,,0.5680773502572842,0,,
2012,106270777,GEORGE L MEE MEMORIAL HOSPITAL,MONTEREY,BASIC,568.0,9229.0,0.1279695834783489,george-l-mee-memorial-hospital,,,0.1279695834783489,0,,
